disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
2028,,,,,,,,,,,503b309347b29a0f8e78b49492422a89,2020-06-01T12:49:25.307Z,5aa2d584cb4f0f7020b181a4
2053,,,,,,,,,,,c13035133787706171bb9e474aa61bd0,2020-06-01T12:49:25.362Z,5aa2d584cb4f0f7020b181a9
2015,,,,,,,,,,,0730b011fb59194d6bc54716e7457ea0,2020-06-01T12:49:25.302Z,5aa2d584cb4f0f7020b181ae
2040,,,,,,,,,,,6437fa2f9f9b1f749dc46ec5f860a88f,2020-06-01T12:49:25.331Z,5aa2d584cb4f0f7020b181b3
2065,,,,,,,,,,,acc311620f0c574aaac1f9f17a357ff3,2020-06-01T12:49:25.380Z,5aa2d584cb4f0f7020b181b8
2090,,,,,210625.4,210625.4,,2020-07-21T00:00:00.000Z,,,9570ed7ba5e0a7eebc0eac82599be44d,2020-07-21T11:55:49.290Z,5aa2d584cb4f0f7020b181bd
2115,,,,,6199578,6199578,,2020-07-21T00:00:00.000Z,,,f6163e7f45795e8cf5412ea3923edc91,2020-07-21T11:55:49.322Z,5aa2d584cb4f0f7020b181c2
2047,,,,,,,,,,,5c1a8c5d0b30668f13f7fe6bb3412ddf,2020-06-01T12:49:25.358Z,5aa2d584cb4f0f7020b1817f
2039,,,,,,,,,,,2125bb420e849fe3aceb2e129da27472,2020-06-01T12:49:25.332Z,5aa2d584cb4f0f7020b18184
2064,,,,,,,,,,,cc2401835082371fe7cc0da277b05710,2020-06-01T12:49:25.379Z,5aa2d584cb4f0f7020b18189
2052,,,,,,,,,,,8c01d882d771a9fb669646469f3bef65,2020-06-01T12:49:25.361Z,5aa2d584cb4f0f7020b18180
2051,,,,,,,,,,,035543311f3dee06ee4eea7c10aad92a,2020-06-01T12:49:25.360Z,5aa2d584cb4f0f7020b1818e
2044,,,,,,,,2020-07-21T00:00:00.000Z,,,95c70cb531a431fb02b4bac824bd61eb,2020-07-21T11:55:49.259Z,5aa2d584cb4f0f7020b18185
1942,1778,5391278.01,4319299.54,1071978.47,,,,,2020-07-21T00:00:00.000Z,230611,17f0071ff4297c0401bfd2a044170d47,2020-07-21T11:55:49.145Z,5aa2d584cb4f0f7020b18193
2069,,,,,,,,,,,78980d1a0c68028da90df05e08895e9c,2020-06-01T12:49:25.383Z,5aa2d584cb4f0f7020b1818a
1967,,,,,6369092.24,752823.79,5430481.45,2020-07-21T00:00:00.000Z,,851500,ce2a777bb6b25b6a55f54fd8165cab5e,2020-07-21T11:55:28.284Z,5aa2d584cb4f0f7020b18198
1922,,,,,12373472.43,3014643.17,9358799.27,2020-07-21T00:00:00.000Z,,3963820.89,ca031f794d537f420b3c528579bf08f4,2020-07-21T11:55:28.189Z,5aa2d584cb4f0f7020b1818f
1992,,,,,1756346.8,900587.41,658196.23,2020-07-21T00:00:00.000Z,,306106.24,85636fa4990c91860820c0e22cf3e011,2020-07-21T11:55:28.326Z,5aa2d584cb4f0f7020b1819d
1947,,,,,1079972.79,78585.54,981395.83,2020-07-21T00:00:00.000Z,,173937,2f965f6b3d0ff115a9ab89e53df7716b,2020-07-21T11:55:28.231Z,5aa2d584cb4f0f7020b18194
2018,,,,,,,,,,,bada4556a848fb73ea733e3a1fa10c67,2020-06-01T12:49:25.311Z,5aa2d584cb4f0f7020b181a2
1972,1962,10653250.32,9120883.93,1532366.39,23729627.61,12590189.48,10375236.13,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2809443,cd6d4427b09f6f77fcd81eeced21674b,2020-07-21T11:55:49.179Z,5aa2d584cb4f0f7020b18199
2043,,,,,,,,,,,e38f0e40360bf80be038f4eed86bf37e,2020-06-01T12:49:25.354Z,5aa2d584cb4f0f7020b181a7
1997,,,,,13570671.84,3268242.01,9830601.68,2020-07-21T00:00:00.000Z,,1807320,787c6725867055a6dbe289bec91fe6dd,2020-07-21T11:55:28.331Z,5aa2d584cb4f0f7020b1819e
2068,,,,,,,,,,,75a8dd38bfd45e866615e9aa7706cfdd,2020-06-01T12:49:25.382Z,5aa2d584cb4f0f7020b181ac
2023,,,,,,,,,,,d7b3cffd99c273c0703607391ef22487,2020-06-01T12:49:25.313Z,5aa2d584cb4f0f7020b181a3
2030,,,,,,,,,,,40c35114c8a3ea2a7a198ed15c2f9c13,2020-06-01T12:49:25.307Z,5aa2d584cb4f0f7020b181b1
2048,,,,,,,,,,,e07b34c9c645616ec3c11a137c08fdc0,2020-06-01T12:49:25.355Z,5aa2d584cb4f0f7020b181a8
2055,,,,,,,,,,,f8e7265d3903491a5e66d914eae75c33,2020-06-01T12:49:25.363Z,5aa2d584cb4f0f7020b181b6
2073,,,,,172823.13,,172823.13,2020-07-21T00:00:00.000Z,,,f21ffc311cff518b11525a4d492f9a35,2020-07-21T11:55:49.281Z,5aa2d584cb4f0f7020b181ad
2080,,,,,151581.41,,151581.41,2020-07-21T00:00:00.000Z,,,9419f5accb0621757a289a57ef6be035,2020-07-21T11:55:49.275Z,5aa2d584cb4f0f7020b181bb
2035,,,,,,,,,,,8609b1890e31f5ea027e9d2774bc40ed,2020-06-01T12:49:25.330Z,5aa2d584cb4f0f7020b181b2
2105,,,,,,,,,,,f212955c2fab8896efc5cc5681861b9e,2020-06-01T12:49:25.451Z,5aa2d584cb4f0f7020b181c0
2060,,,,,,,,,,,bf8229a6d7969f687e5217300a7c8a85,2020-06-01T12:49:25.376Z,5aa2d584cb4f0f7020b181b7
2085,,,,,1487401.52,1487401.52,,2020-07-21T00:00:00.000Z,,,a88e944a4d9218cd979b2636570a3ba1,2020-07-21T11:55:49.278Z,5aa2d584cb4f0f7020b181bc
2110,,,,,16959,16959,,2020-07-21T00:00:00.000Z,,,1b03d83d07b820ccbe81791fbc88f382,2020-07-21T11:55:49.317Z,5aa2d584cb4f0f7020b181c1
2077,,,,,,,,,,,4bb2755ecd4d4d6e55e13e3dffc2daba,2020-06-01T12:49:25.392Z,5aa2d584cb4f0f7020b181c5
2067,,,,,,,,,,,bdd24c7d9376181218d1103eec071a80,2020-06-01T12:49:25.380Z,5aa2d584cb4f0f7020b181c3
2102,,,,,5283.6,5283.6,,2020-07-21T00:00:00.000Z,,,f4dd88ff9d220fbe41c95e24fe427ac8,2020-07-21T11:55:49.317Z,5aa2d584cb4f0f7020b181ca
2092,,,,,,,,2020-07-21T00:00:00.000Z,,,8e783bc4669699a22d630c92a6d183ef,2020-07-21T11:55:49.291Z,5aa2d584cb4f0f7020b181c8
2079,,,,,,,,,,,bf3a3eb04c57ee0cd479353212ba3b9d,2020-06-01T12:49:25.385Z,5aa2d584cb4f0f7020b181cf
2117,,,,,228928.7,228928.7,,2020-07-21T00:00:00.000Z,,,c58551eef2761f361baef44bc2ed0919,2020-07-21T11:55:49.331Z,5aa2d584cb4f0f7020b181cd
2104,,,,,12218145.6,12218145.6,,2020-07-21T00:00:00.000Z,,,e73d4e45803f5aeff9c82d9d164a3298,2020-07-21T11:55:49.323Z,5aa2d584cb4f0f7020b181d4
2094,,,,,115026.8,115026.8,,2020-07-21T00:00:00.000Z,,,cdcf1b4d0a23c92862ff1dadb08f9f51,2020-07-21T11:55:49.293Z,5aa2d584cb4f0f7020b181d2
2066,,,,,,,,,,,9bac1360a8a4372b2a21f1610033e52e,2020-06-01T12:49:25.381Z,5aa2d584cb4f0f7020b181d9
2056,,,,,,,,,,,2e70fef1a3447c0a76549d3cf5e4740a,2020-06-01T12:49:25.372Z,5aa2d584cb4f0f7020b181d7
2091,,,,,100369.9,100369.9,,2020-07-21T00:00:00.000Z,,,6bb4ad97cd4922aa77076d6c4f59eb1d,2020-07-21T11:55:49.290Z,5aa2d584cb4f0f7020b181de
2081,,,,,145795.3,145795.3,,2020-07-21T00:00:00.000Z,,,2fc329c072c770798beca4c61cb08054,2020-07-21T11:55:49.285Z,5aa2d584cb4f0f7020b181dc
2116,,,,,79664.9,,79664.9,2020-07-21T00:00:00.000Z,,,e482f39aa08a0af13376a7f023749420,2020-07-21T11:55:49.324Z,5aa2d584cb4f0f7020b181e3
2106,,,,,,,,,,,00c0a34013d0b7cd12048d4c0126ffb3,2020-06-01T12:49:25.448Z,5aa2d584cb4f0f7020b181e1
2098,,,,,4417.78,4417.78,,2020-07-21T00:00:00.000Z,,,298bc64504d0e12c05fafe77ed7e0832,2020-07-21T11:55:49.313Z,5aa2d584cb4f0f7020b181e8
2088,,,,,138096,138096,,2020-07-21T00:00:00.000Z,,,8f582a25b118fe3b42fd5a1026c509c3,2020-07-21T11:55:49.288Z,5aa2d584cb4f0f7020b181e6
2072,,,,,,,,,,,ba23a3de34b445d77d2505d64e955c39,2020-06-01T12:49:25.384Z,5aa2d584cb4f0f7020b181c4
2113,,,,,171329.2,171329.2,,2020-07-21T00:00:00.000Z,,,d5e1d59966261360154b38b2304e8233,2020-07-21T11:55:49.322Z,5aa2d584cb4f0f7020b181eb
2097,,,,,250772,250772,,2020-07-21T00:00:00.000Z,,,f709cb4654af20bb631ad683495c1100,2020-07-21T11:55:49.312Z,5aa2d584cb4f0f7020b181c9
2082,,,,,265690.51,265690.51,,2020-07-21T00:00:00.000Z,,,7aa2dbf5c2ae97f08b60ec8ae2174f33,2020-07-21T11:55:49.277Z,5aa2d584cb4f0f7020b181c6
2074,,,,,1726889.5,1726889.5,,2020-07-21T00:00:00.000Z,,,8bf548ef98388b6714ff001970bc17c1,2020-07-21T11:55:49.282Z,5aa2d584cb4f0f7020b181ce
2107,,,,,145739.3,145739.3,,2020-07-21T00:00:00.000Z,,,05e877077ea0fa8cba813a11ff87d7d6,2020-07-21T11:55:49.327Z,5aa2d584cb4f0f7020b181cb
2099,,,,,86755.2,86755.2,,2020-07-21T00:00:00.000Z,,,378c380bcb8332f3d6c472f681a383af,2020-07-21T11:55:49.314Z,5aa2d584cb4f0f7020b181d3
2084,,,,,639513.43,639513.43,,2020-07-21T00:00:00.000Z,,,bb77c4cfa44c047363bf06cfb73a7865,2020-07-21T11:55:49.276Z,5aa2d584cb4f0f7020b181d0
2087,,,,,158330,158330,,2020-07-21T00:00:00.000Z,,,8d785776620443a42c05c7d049985c59,2020-07-21T11:55:49.287Z,5aa2d584cb4f0f7020b181c7
2109,,,,,49833,49833,,2020-07-21T00:00:00.000Z,,,846f39111bed1df177125ee75293bbf6,2020-07-21T11:55:49.319Z,5aa2d584cb4f0f7020b181d5
2112,,,,,3563854.01,3563854.01,,2020-07-21T00:00:00.000Z,,,f08d444aea9e73fbcec9d0d3f0551b31,2020-07-21T11:55:49.321Z,5aa2d584cb4f0f7020b181cc
2071,,,,,3314655.92,3314655.92,,2020-07-21T00:00:00.000Z,,,42ea4173ac09d44e7d709bd269845929,2020-07-21T11:55:49.279Z,5aa2d584cb4f0f7020b181da
2089,,,,,22420,22420,,2020-07-21T00:00:00.000Z,,,b8312d00c4dca191226f14f2df747fd8,2020-07-21T11:55:49.289Z,5aa2d584cb4f0f7020b181d1
2096,,,,,78682,78682,,2020-07-21T00:00:00.000Z,,,527a44322cbebdfbaf24d3730fc7ffe6,2020-07-21T11:55:49.311Z,5aa2d584cb4f0f7020b181df
2114,,,,,1332890,1332890,,2020-07-21T00:00:00.000Z,,,aba48b39d89b88be625eba425811fefe,2020-07-21T11:55:49.318Z,5aa2d584cb4f0f7020b181d6
2078,,,,,,,,,,,8cd7aa967b050d1c063e49aa9724adf2,2020-06-01T12:49:25.393Z,5aa2d584cb4f0f7020b181e4
2076,,,,,715276.08,406214.9,309061.18,2020-07-21T00:00:00.000Z,,,6abf6daf9045090566a87106101df67a,2020-07-21T11:55:49.284Z,5aa2d584cb4f0f7020b181db
2061,,,,,,,,,,,c20e0ad724c4c7e6d9372512c7cb8fb4,2020-06-01T12:49:25.376Z,5aa2d584cb4f0f7020b181d8
2101,,,,,,,,,,,253f9f5c2d5deeb8df735e2cecbbd4ac,2020-06-01T12:49:25.447Z,5aa2d584cb4f0f7020b181e0
2086,,,,,206437.7,206437.7,,2020-07-21T00:00:00.000Z,,,e16e0cc16251a779d9a2eaf063152c9d,2020-07-21T11:55:49.311Z,5aa2d584cb4f0f7020b181dd
2083,,,,,4600101.79,4600101.79,,2020-07-21T00:00:00.000Z,,,4f0f28b757f7a6add23c65c38cccfdd8,2020-07-21T11:55:49.286Z,5aa2d584cb4f0f7020b181e5
2111,,,,,2887129,2887129,,2020-07-21T00:00:00.000Z,,,898a718bb8589cf20f572086f317436c,2020-07-21T11:55:49.320Z,5aa2d584cb4f0f7020b181e2
2108,,,,,8815.1,8815.1,,2020-07-21T00:00:00.000Z,,,b81649c360fbf67232a1ff7f36c191b3,2020-07-21T11:55:49.328Z,5aa2d584cb4f0f7020b181ea
2093,,,,,,,,,,,9ff8aa08d0b560826ebdc69a30a8ce25,2020-06-01T12:49:25.439Z,5aa2d584cb4f0f7020b181e7
2118,,,,,89556.6,89556.6,,2020-07-21T00:00:00.000Z,,,4a91a5f9717df1f4e60cefd81c96100c,2020-07-21T11:55:49.326Z,5aa2d584cb4f0f7020b181ec
2103,,,,,17711728.14,17711728.14,,2020-07-21T00:00:00.000Z,,,7df82ca62b0b67cba45622255df4bd6b,2020-07-21T11:55:49.316Z,5aa2d584cb4f0f7020b181e9
2125,,,,,8712.9,8712.9,,2020-07-21T00:00:00.000Z,,,508678354088c0b1dc586432187c1883,2020-07-21T11:55:49.356Z,5aa2d585cb4f0f7020b181ed
2132,,,,,3908.1,3908.1,,2020-07-21T00:00:00.000Z,,,edfa41964560124dad9d7bcb567b5492,2020-07-21T11:55:49.366Z,5aa2d585cb4f0f7020b181f2
2145,,,,,341529.3,341529.3,,2020-07-21T00:00:00.000Z,,,618e94fd99341610993836fb2e1f9ce4,2020-07-21T11:55:49.374Z,5aa2d585cb4f0f7020b181f7
2119,,,,,90917.25,90917.25,,2020-07-21T00:00:00.000Z,,,a6a64bfa782862d4827f220608fb539d,2020-07-21T11:55:49.332Z,5aa2d585cb4f0f7020b181ef
2142,,,,,287844.9,279057.1,8787.8,2020-07-21T00:00:00.000Z,,,3b0ad4d100b6c5d963a272d334aaef36,2020-07-21T11:55:49.371Z,5aa2d585cb4f0f7020b181f4
2136,,,,,43485.4,43485.4,,2020-07-21T00:00:00.000Z,,,8e3107632fe2923d2fe1397634d1b3b4,2020-07-21T11:55:49.360Z,5aa2d585cb4f0f7020b181fc
2157,,,,,58709,58709,,2020-07-21T00:00:00.000Z,,,b2dc0a3004ad2753796088d770551e5b,2020-07-21T11:55:49.410Z,5aa2d585cb4f0f7020b18201
2175,,,,,67507.3,67507.3,,2020-07-21T00:00:00.000Z,,,d26ce0d53a00c92c5d7c0dae961383f9,2020-07-21T11:55:49.440Z,5aa2d585cb4f0f7020b18206
2200,,,,,,,,,,,fab0a447dddf4d969530bd3ab8b9f5c6,2020-06-01T12:49:25.592Z,5aa2d585cb4f0f7020b1820b
2225,,,,,1184534.16,1184534.16,,2020-07-21T00:00:00.000Z,,,dcf81bf17d2d06230e8f0ccddb9635ea,2020-07-21T11:55:49.509Z,5aa2d585cb4f0f7020b18210
2129,,,,,10304.7,10304.7,,2020-07-21T00:00:00.000Z,,,d703f34049d4b620867127a5d25a1b45,2020-07-21T11:55:49.363Z,5aa2d585cb4f0f7020b18215
2154,,,,,14725.9,14725.9,,2020-07-21T00:00:00.000Z,,,6ddaed13cb089a2b35d00bbbb6133461,2020-07-21T11:55:49.407Z,5aa2d585cb4f0f7020b1821a
2127,,,,,3388,3388,,2020-07-21T00:00:00.000Z,,,fbc2055f5e5c2e29ef1cde17fe3ca287,2020-07-21T11:55:49.361Z,5aa2d585cb4f0f7020b181f1
2140,,,,,10342.5,10342.5,,2020-07-21T00:00:00.000Z,,,7ce6709440706495692bae43a3ff1251,2020-07-21T11:55:49.370Z,5aa2d585cb4f0f7020b181f6
2131,,,,,12667.2,12667.2,,2020-07-21T00:00:00.000Z,,,6cefe86e45bf90b56932790485482151,2020-07-21T11:55:49.365Z,5aa2d585cb4f0f7020b181fb
2152,,,,,10467.1,10467.1,,2020-07-21T00:00:00.000Z,,,91161568c5f473b149a7cf82a7e46010,2020-07-21T11:55:49.402Z,5aa2d585cb4f0f7020b18200
2122,,,,,22213.1,22213.1,,2020-07-21T00:00:00.000Z,,,fb0d80fadfd8845b4d25b04da3834245,2020-07-21T11:55:49.334Z,5aa2d585cb4f0f7020b181f0
2135,,,,,3612,3612,,2020-07-21T00:00:00.000Z,,,af56e0e8d5d8dcbc0a109c442ec683df,2020-07-21T11:55:49.359Z,5aa2d585cb4f0f7020b181f5
2126,,,,,15425.2,15425.2,,2020-07-21T00:00:00.000Z,,,19ba0dcef04c24198513f49c45175afc,2020-07-21T11:55:49.359Z,5aa2d585cb4f0f7020b181fa
2147,,,,,242500.3,242500.3,,2020-07-21T00:00:00.000Z,,,9f113c8a019bddb9f30762279576b707,2020-07-21T11:55:49.404Z,5aa2d585cb4f0f7020b181ff
2165,,,,,5310.9,5310.9,,2020-07-21T00:00:00.000Z,,,11432bbb566f36da1c47e5dc438605af,2020-07-21T11:55:49.416Z,5aa2d585cb4f0f7020b18204
2190,,,,,,,,,,,91c686eb05f13cd376ae714f99fcab4d,2020-06-01T12:49:25.590Z,5aa2d585cb4f0f7020b18209
2215,,,,,,,,,,,878ce1c1278c34702f088469325efe5b,2020-06-01T12:49:25.619Z,5aa2d585cb4f0f7020b1820e
2120,,,,,106274,106274,,2020-07-21T00:00:00.000Z,,,f7be71cb1b9c6dc439460a627cc44c08,2020-07-21T11:55:49.329Z,5aa2d585cb4f0f7020b18213
2144,,,,,50911.7,50911.7,,2020-07-21T00:00:00.000Z,,,d87ab6a9a00e485f38907e606ed570f9,2020-07-21T11:55:49.373Z,5aa2d585cb4f0f7020b18218
2169,,,,,304833.9,304833.9,,2020-07-21T00:00:00.000Z,,,2a8d075ad44fafbfd85e4c0a1db15f22,2020-07-21T11:55:49.435Z,5aa2d585cb4f0f7020b1821d
2121,,,,,13685.7,13685.7,,2020-07-21T00:00:00.000Z,,,e2a56a4a4e110a5ec70cfe4bf8977d6e,2020-07-21T11:55:49.333Z,5aa2d585cb4f0f7020b181f9
2146,,,,,90075.3,90075.3,,2020-07-21T00:00:00.000Z,,,2d8d42ae7362e4e9f52a009c33af710c,2020-07-21T11:55:49.403Z,5aa2d585cb4f0f7020b181fe
2160,,,,,10498.6,10498.6,,2020-07-21T00:00:00.000Z,,,4a28976593cda2bf62b6792dbfef20f2,2020-07-21T11:55:49.412Z,5aa2d585cb4f0f7020b18203
2185,,,,,558515.77,558515.77,,2020-07-21T00:00:00.000Z,,,28b7322e85feadce460ecc52fa1da7cf,2020-07-21T11:55:49.447Z,5aa2d585cb4f0f7020b18208
2210,,,,,2978.5,2978.5,,2020-07-21T00:00:00.000Z,,,4d3ae7f2d9cdc374731ea6deccd0990e,2020-07-21T11:55:49.486Z,5aa2d585cb4f0f7020b1820d
2156,,,,,3756.2,3756.2,,2020-07-21T00:00:00.000Z,,,97b8f94c1b55ad6abcd7fe0ac566c1e2,2020-07-21T11:55:49.409Z,5aa2d585cb4f0f7020b18212
2139,,,,,10684.8,10684.8,,2020-07-21T00:00:00.000Z,,,1f551ce5d3c2d83ccdc544dd155e7e70,2020-07-21T11:55:49.369Z,5aa2d585cb4f0f7020b18217
2164,,,,,44075.5,44075.5,,2020-07-21T00:00:00.000Z,,,6db4e81521f6d57fa270bd465e95d510,2020-07-21T11:55:49.415Z,5aa2d585cb4f0f7020b1821c
2176,,,,,,,,,,,820300ffcc47a833583d5fd0e47ccdff,2020-06-01T12:49:25.571Z,5aa2d585cb4f0f7020b18221
2130,,,,,154,154,,2020-07-21T00:00:00.000Z,,,68ca134ad8292d2a5e40b52c38e60f34,2020-07-21T11:55:49.365Z,5aa2d585cb4f0f7020b181ee
2201,,,,,99009898.86,98815713.86,194185,2020-07-21T00:00:00.000Z,,,a941082227d3028b057676f15796f060,2020-07-21T11:55:49.483Z,5aa2d585cb4f0f7020b18226
2226,,,,,1132660.9,1132660.9,,2020-07-21T00:00:00.000Z,,,f987569f65da618a3bc93b8a23a890c1,2020-07-21T11:55:49.506Z,5aa2d585cb4f0f7020b1822b
2179,,,,,46133.5,46133.5,,2020-07-21T00:00:00.000Z,,,c8a75a4cddc9390d566f77cd56c24fdb,2020-07-21T11:55:49.443Z,5aa2d585cb4f0f7020b18230
2166,,,,,37398.2,37398.2,,2020-07-21T00:00:00.000Z,,,08222f4126011148b0009563251407e2,2020-07-21T11:55:49.407Z,5aa2d585cb4f0f7020b1821f
2204,,,,,,,,,,,8ee25121d6535e59fb012cbfa568dbd0,2020-06-01T12:49:25.599Z,5aa2d585cb4f0f7020b18235
2191,,,,,,,,,,,ed108431bc82e000be08e85c3ba92e4f,2020-06-01T12:49:25.588Z,5aa2d585cb4f0f7020b18224
2229,,,,,18799,18338,461,2020-07-21T00:00:00.000Z,,,90e5e72959ce90a20ead4d7c7e341033,2020-07-21T11:55:49.513Z,5aa2d585cb4f0f7020b1823a
2216,,,,,48676.6,47998.3,678.3,2020-07-21T00:00:00.000Z,,,3585991a3530e92edde7246b72a4d52d,2020-07-21T11:55:49.493Z,5aa2d585cb4f0f7020b18229
2123,,,,,6106.1,6106.1,,2020-07-21T00:00:00.000Z,,,6eb170d9154803829a8d6f7264216051,2020-07-21T11:55:49.335Z,5aa2d585cb4f0f7020b1823f
2241,,,,,,,,,,,bd413f12cdb4e7298361c35b1a279ace,2020-06-01T12:49:25.673Z,5aa2d585cb4f0f7020b1822e
2167,,,,,21858.2,21858.2,,2020-07-21T00:00:00.000Z,,,3c164f7435ff3cefa409873627985722,2020-07-21T11:55:49.417Z,5aa2d585cb4f0f7020b18244
2194,,,,,134398.6,134398.6,,2020-07-21T00:00:00.000Z,,,3155c018f14d4e8c51cdce3b7094bf53,2020-07-21T11:55:49.478Z,5aa2d585cb4f0f7020b18233
2192,,,,,,,,,,,074167ba5dc170c5a23343e37d25f671,2020-06-01T12:49:25.589Z,5aa2d585cb4f0f7020b18249
2219,,,,,10918,10650,268,2020-07-21T00:00:00.000Z,,,a920a6f484ef73856fda22d90dce4463,2020-07-21T11:55:49.502Z,5aa2d585cb4f0f7020b18238
2244,,,,,451,451,,2020-07-21T00:00:00.000Z,,,e1bb0415eb15d12e318cd5f7b0e3d4a4,2020-07-21T11:55:49.522Z,5aa2d585cb4f0f7020b1823d
2170,,,,,1067.5,1067.5,,2020-07-21T00:00:00.000Z,,,6d65857a67943b0db43359d19f9cf5b6,2020-07-21T11:55:49.434Z,5aa2d585cb4f0f7020b18205
2138,,,,,19322.8,19322.8,,2020-07-21T00:00:00.000Z,,,782788e4d90aae11b019cf6e66e28f9d,2020-07-21T11:55:49.368Z,5aa2d585cb4f0f7020b18242
2195,,,,,,,,,,,d7e4e21f18dc21eaa7406ff9d11ee85b,2020-06-01T12:49:25.595Z,5aa2d585cb4f0f7020b1820a
2182,,,,,78416.73,78416.73,,2020-07-21T00:00:00.000Z,,,f9ccd2f4d623926b6b2b247f4e66035c,2020-07-21T11:55:49.444Z,5aa2d585cb4f0f7020b18247
2220,,,,,12209,11909,300,2020-07-21T00:00:00.000Z,,,fd3d04a29c5224c30aa9465e586b6758,2020-07-21T11:55:49.503Z,5aa2d585cb4f0f7020b1820f
2137,,,,,10665.2,10665.2,,2020-07-21T00:00:00.000Z,,,2678e9447cef156db7838c01a0697ccf,2020-07-21T11:55:49.367Z,5aa2d585cb4f0f7020b181f3
2124,,,,,254.1,254.1,,2020-07-21T00:00:00.000Z,,,590198043c321aabfb0c671993b044ec,2020-07-21T11:55:49.355Z,5aa2d585cb4f0f7020b18214
2150,,,,,3832.5,3832.5,,2020-07-21T00:00:00.000Z,,,7f0169445dc073bfd1d5867f6d3bb354,2020-07-21T11:55:49.400Z,5aa2d585cb4f0f7020b181f8
2149,,,,,1709.4,1709.4,,2020-07-21T00:00:00.000Z,,,ab80f67c4a8694ead3d34450034e0eca,2020-07-21T11:55:49.399Z,5aa2d585cb4f0f7020b18219
2141,,,,,10298.4,10298.4,,2020-07-21T00:00:00.000Z,,,fb56827c0b6247c9aeea6e79e88136d5,2020-07-21T11:55:49.370Z,5aa2d585cb4f0f7020b181fd
2161,,,,,1610,1610,,2020-07-21T00:00:00.000Z,,,657db261ba7b7827982e56bf57299614,2020-07-21T11:55:49.412Z,5aa2d585cb4f0f7020b1821e
2155,,,,,7036.4,7036.4,,2020-07-21T00:00:00.000Z,,,8a20d63e147624de7a6d943e1fff69e7,2020-07-21T11:55:49.408Z,5aa2d585cb4f0f7020b18202
2186,,,,,272044.68,268617.3,3427.38,2020-07-21T00:00:00.000Z,,,3323513bd2b0bae404d600a08725d26d,2020-07-21T11:55:49.448Z,5aa2d585cb4f0f7020b18223
2180,,,,,8006377.4,8006377.4,,2020-07-21T00:00:00.000Z,,,3cf657472f65d4c4dca34b1c515d7605,2020-07-21T11:55:49.437Z,5aa2d585cb4f0f7020b18207
2211,,,,,,,,,,,db8049254d58239414c7b590cf08bf93,2020-06-01T12:49:25.606Z,5aa2d585cb4f0f7020b18228
2205,,,,,,,,,,,1cb79c21c1d7b85221c3672887931bfc,2020-06-01T12:49:25.600Z,5aa2d585cb4f0f7020b1820c
2236,,,,,,,,,,,3fae9a7c35125acca03961523df1d0e6,2020-06-01T12:49:25.655Z,5aa2d585cb4f0f7020b1822d
2151,,,,,26617.5,26617.5,,2020-07-21T00:00:00.000Z,,,cb76d76609d56633669aeae88edad940,2020-07-21T11:55:49.401Z,5aa2d585cb4f0f7020b18211
2189,,,,,285171.51,285171.51,,2020-07-21T00:00:00.000Z,,,0bb4012a00e4e9f8912077d60a77a72a,2020-07-21T11:55:49.450Z,5aa2d585cb4f0f7020b18232
2214,,,,,,,,,,,ffa5d4514527b570c9452360cae156d3,2020-06-01T12:49:25.619Z,5aa2d585cb4f0f7020b18237
2239,,,,,89,89,,2020-07-21T00:00:00.000Z,,,3c1e04a40d224f03a44f97f36a931f1a,2020-07-21T11:55:49.518Z,5aa2d585cb4f0f7020b1823c
2133,,,,,19758.2,19758.2,,2020-07-21T00:00:00.000Z,,,c8047b3924652450d57e269cdfe50d9c,2020-07-21T11:55:49.357Z,5aa2d585cb4f0f7020b18241
2177,,,,,964468,964468,,2020-07-21T00:00:00.000Z,,,aa85d9ea7bc7d133f31f0ea12c1847e3,2020-07-21T11:55:49.436Z,5aa2d585cb4f0f7020b18246
2181,,,,,738080.77,738080.77,,2020-07-21T00:00:00.000Z,,,c6bcaefc14fa888afb322bf01127b986,2020-07-21T11:55:49.444Z,5aa2d585cb4f0f7020b18222
2206,,,,,,,,,,,40ba546390ee28f330567b8682e7713c,2020-06-01T12:49:25.601Z,5aa2d585cb4f0f7020b18227
2231,,,,,9565,9565,,2020-07-21T00:00:00.000Z,,,e74fea79ddab820187f56bfb0f1b7098,2020-07-21T11:55:49.508Z,5aa2d585cb4f0f7020b1822c
2184,,,,,1190,1190,,2020-07-21T00:00:00.000Z,,,a2c8b1100955d3b5737b4efe4b6e512f,2020-07-21T11:55:49.446Z,5aa2d585cb4f0f7020b18231
2209,,,,,,,,,,,80334aec8b6a924d822ddc6add46edce,2020-06-01T12:49:25.603Z,5aa2d585cb4f0f7020b18236
2234,,,,,393,393,,2020-07-21T00:00:00.000Z,,,04303b7912538e537f69b6546f0dd623,2020-07-21T11:55:49.514Z,5aa2d585cb4f0f7020b1823b
2128,,,,,985.6,985.6,,2020-07-21T00:00:00.000Z,,,b5b6df6a22ad053ce7d8715266361b4a,2020-07-21T11:55:49.362Z,5aa2d585cb4f0f7020b18240
