disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
2756,,,,,0,,,2020-07-21T00:00:00.000Z,,0,58c4db38f0dc6e2cce1e32b08a3f6b2a,2020-07-21T11:55:30.048Z,5aa2d586cb4f0f7020b184d1
2764,,,,,78506.85,,,2020-07-21T00:00:00.000Z,,0,09b1855e3d1aa69dfe1b3648e6f30c6d,2020-07-21T11:55:30.056Z,5aa2d586cb4f0f7020b184b6
2781,,,,,,,,,,0,c2ddd081a1383262ad9d697c86a79433,2020-06-02T13:22:20.095Z,5aa2d586cb4f0f7020b184d6
2789,,,,,4417991.95,639090.91,,2020-07-21T00:00:00.000Z,,0,2e3b913642b0cccc761b35f6040799b3,2020-07-21T11:55:30.129Z,5aa2d586cb4f0f7020b184bb
2806,,,,,641093.78,37650.9,,2020-07-21T00:00:00.000Z,,0,354369562b550d620c3d8662e2840a4e,2020-07-21T11:55:30.156Z,5aa2d586cb4f0f7020b184db
2814,,,,,55527.93,5002.5,,2020-07-21T00:00:00.000Z,,0,1c1a5b65d4c7ae8089a4e5a362fc7ed3,2020-07-21T11:55:30.163Z,5aa2d586cb4f0f7020b184c0
2839,,,,,8033270.01,82056.9,,2020-07-21T00:00:00.000Z,,0,78d83f53a75f7b2d4507b81a1f17265e,2020-07-21T11:55:30.244Z,5aa2d586cb4f0f7020b184c5
2864,,,,,,,,,,0,95651810cbda60eb5083258fcaea92e6,2020-06-02T13:22:20.227Z,5aa2d586cb4f0f7020b184ca
2746,,,,,0,,,2020-07-21T00:00:00.000Z,,0,f86421058a4ec1c25c13bc43592a0bd8,2020-07-21T11:55:30.034Z,5aa2d586cb4f0f7020b184cf
2771,,,,,13458920.53,424729.34,,2020-07-21T00:00:00.000Z,,0,9a66abae453cf2213113c4c492a9596c,2020-07-21T11:55:30.099Z,5aa2d586cb4f0f7020b184d4
2796,,,,,635400.05,27465.68,,2020-07-21T00:00:00.000Z,,0,0bffb494a6628af5bc1858c074c34136,2020-07-21T11:55:30.136Z,5aa2d586cb4f0f7020b184d9
2685,,,,,19179060.64,5956286.55,,2020-07-21T00:00:00.000Z,,0,3edd4c05aa77da423c7a342e121d90fb,2020-07-21T11:55:29.923Z,5aa2d586cb4f0f7020b1842c
2659,,,,,1511559.54,97702.97,,2020-07-21T00:00:00.000Z,,0,fbf003650c8117c29364243d9b26099d,2020-07-21T11:55:29.847Z,5aa2d586cb4f0f7020b183f7
2710,,,,,1953897.04,24985.4,,2020-07-21T00:00:00.000Z,,0,c2ac18dc80b02f4256c636b4a6b01615,2020-07-21T11:55:29.951Z,5aa2d586cb4f0f7020b18431
2652,,,,,594272.15,3425.43,,2020-07-21T00:00:00.000Z,,0,7645db651a46e4984b37dbdf4cf0a4ae,2020-07-21T11:55:29.842Z,5aa2d586cb4f0f7020b183fc
2735,,,,,,,,,,0,deb3b426bc92808447542f0bbcd973cf,2020-06-02T13:22:19.998Z,5aa2d586cb4f0f7020b18436
2669,,,,,770747.48,14433.68,,2020-07-21T00:00:00.000Z,,0,3534c96d835962bff81af2cacd03605b,2020-07-21T11:55:29.856Z,5aa2d586cb4f0f7020b18401
2760,,,,,,,,,,0,b1dc92fb3763b3ede55238bb5f5c3e08,2020-06-02T13:22:20.023Z,5aa2d586cb4f0f7020b1843b
2651,,,,,53470.8,,,2020-07-21T00:00:00.000Z,,0,fb54f20cca33026eb18bd980a514e819,2020-07-21T11:55:29.841Z,5aa2d586cb4f0f7020b18406
2785,,,,,162011.13,13305,,2020-07-21T00:00:00.000Z,,0,098a89df0c0984c4804e8a0061b35ddd,2020-07-21T11:55:30.130Z,5aa2d586cb4f0f7020b18440
2648,,,,,898981.85,,,2020-07-21T00:00:00.000Z,,0,518e7f5fde1f133ca81c80113421f5d1,2020-07-21T11:55:29.836Z,5aa2d586cb4f0f7020b1840b
2777,,,,,406862.16,,,2020-07-21T00:00:00.000Z,,0,869b536c68c97892a55fc7877ba271eb,2020-07-21T11:55:30.105Z,5aa2d586cb4f0f7020b18445
2673,,,,,440667.37,7838.48,,2020-07-21T00:00:00.000Z,,0,ee1517f3a16a9ee4af3853543e54fb77,2020-07-21T11:55:29.860Z,5aa2d586cb4f0f7020b18410
2802,,,,,329201.83,26943.75,,2020-07-21T00:00:00.000Z,,0,47da2901001cfde0941fa96535c8e917,2020-07-21T11:55:30.153Z,5aa2d586cb4f0f7020b1844a
2677,,,,,1537959,144237.36,,2020-07-21T00:00:00.000Z,,0,d9406b51398f302a7248184a465f9032,2020-07-21T11:55:29.902Z,5aa2d586cb4f0f7020b18415
2827,,,,,225175.41,1964.68,,2020-07-21T00:00:00.000Z,,0,290073d9d9601b03722b016692e325c9,2020-07-21T11:55:30.207Z,5aa2d586cb4f0f7020b1844f
2702,,,,,133037.28,,,2020-07-21T00:00:00.000Z,,0,115a0fba2b033e7fad1cf69b98fa0a69,2020-07-21T11:55:29.935Z,5aa2d586cb4f0f7020b1841a
2852,,,,,1238001.83,24038.82,,2020-07-21T00:00:00.000Z,,0,fb8db32ceba1a73928153d947035e860,2020-07-21T11:55:30.257Z,5aa2d586cb4f0f7020b18454
2727,,,,,825529.81,18011.08,,2020-07-21T00:00:00.000Z,,0,a074e5465e545e1124beabadfe28b06d,2020-07-21T11:55:30.008Z,5aa2d586cb4f0f7020b1841f
2698,,,,,472378.63,5725.4,,2020-07-21T00:00:00.000Z,,0,a3b7e437719bf81de79688b45adcda76,2020-07-21T11:55:29.940Z,5aa2d586cb4f0f7020b18459
2752,,,,,195772.22,,,2020-07-21T00:00:00.000Z,,0,d83738e3f10948067072ba264c5b958c,2020-07-21T11:55:30.044Z,5aa2d586cb4f0f7020b18424
2723,,,,,0,,,2020-07-21T00:00:00.000Z,,0,0d0cffb455cd9b13cb3cb2cd81f06653,2020-07-21T11:55:30.005Z,5aa2d586cb4f0f7020b1845e
2670,,,,,582428.57,,,2020-07-21T00:00:00.000Z,,0,c3ba1650a0110ca2795f32443f46233e,2020-07-21T11:55:29.857Z,5aa2d586cb4f0f7020b18429
2805,,,,,18494.98,,,2020-07-21T00:00:00.000Z,,0,d0384f47c14ba24cec7488fd8d9ddebe,2020-07-21T11:55:30.149Z,5aa2d586cb4f0f7020b18462
2695,,,,,,,,,,0,a95454029d5d045ccec8f7b0a678c35c,2020-06-02T13:22:19.899Z,5aa2d586cb4f0f7020b1842e
2877,,,,,951915.12,17360.96,,2020-07-21T00:00:00.000Z,,0,1f6c23faf9de382c6e3ec05d3e958848,2020-07-21T11:55:30.308Z,5aa2d586cb4f0f7020b18467
2720,,,,,481672.45,5054.64,,2020-07-21T00:00:00.000Z,,0,e001dd08930e107c6220f174953cccf2,2020-07-21T11:55:30.002Z,5aa2d586cb4f0f7020b18433
2753,,,,,147786.26,,,2020-07-21T00:00:00.000Z,,0,c6992a29510b3b8fdde3e942de119023,2020-07-21T11:55:30.042Z,5aa2d586cb4f0f7020b1846c
2745,,,,,36654.85,,,2020-07-21T00:00:00.000Z,,0,2965ac21473c3f05a8d08300dd2d3eab,2020-07-21T11:55:30.033Z,5aa2d586cb4f0f7020b18438
2778,,,,,595258.71,4941.2,,2020-07-21T00:00:00.000Z,,0,10f042de45460648e9da6f0befef87ce,2020-07-21T11:55:30.106Z,5aa2d586cb4f0f7020b18471
2770,,,,,33479.01,24336.61,,2020-07-21T00:00:00.000Z,,0,78190c6df762a3cdf026c6309e03c286,2020-07-21T11:55:30.097Z,5aa2d586cb4f0f7020b1843d
2803,,,,,53783.51,,,2020-07-21T00:00:00.000Z,,0,4dfb2e166536a12add65d3030f5fd4e9,2020-07-21T11:55:30.148Z,5aa2d586cb4f0f7020b18476
2795,,,,,311278.35,14206.8,,2020-07-21T00:00:00.000Z,,0,f43e3e2a337e671b255bd7265b39f279,2020-07-21T11:55:30.134Z,5aa2d586cb4f0f7020b18442
2828,,,,,237881.87,11904.54,,2020-07-21T00:00:00.000Z,,0,50985886fddc9cfcae5eb28d467ff9b3,2020-07-21T11:55:30.208Z,5aa2d586cb4f0f7020b1847b
2787,,,,,385577.91,169822,,2020-07-21T00:00:00.000Z,,0,3c95de68096976d3c451e24a30ef55ca,2020-07-21T11:55:30.132Z,5aa2d586cb4f0f7020b18447
2689,,,,,13792363.24,13792363.24,,2020-07-21T00:00:00.000Z,,0,eca3ecc927480e68e4f486e5d1b5451a,2020-07-21T11:55:29.930Z,5aa2d586cb4f0f7020b18480
2812,,,,,213487.93,203739.39,,2020-07-21T00:00:00.000Z,,0,5332e088e68f6481c5332c27ed834759,2020-07-21T11:55:30.161Z,5aa2d586cb4f0f7020b1844c
2714,,,,,1115187.66,1656.73,,2020-07-21T00:00:00.000Z,,0,dda9a6e8b744b097e231fd4aedb47ade,2020-07-21T11:55:29.953Z,5aa2d586cb4f0f7020b18485
2837,,,,,321803.65,8145.79,,2020-07-21T00:00:00.000Z,,0,1f6077f528c60a2cd49b55b1b0dbde62,2020-07-21T11:55:30.241Z,5aa2d586cb4f0f7020b18451
2739,,,,,,,,,,0,7d378e8b6ff874e757cc0cff43f22b61,2020-06-02T13:22:20.003Z,5aa2d586cb4f0f7020b1848a
2683,,,,,2018598.83,103132.29,,2020-07-21T00:00:00.000Z,,0,f2b2b8286ca9a92daa187126cfbf88de,2020-07-21T11:55:29.909Z,5aa2d586cb4f0f7020b18456
2691,,,,,1216511.92,185593.25,,2020-07-21T00:00:00.000Z,,0,f68a9344129e77b1714ced6d50116c8b,2020-07-21T11:55:29.926Z,5aa2d586cb4f0f7020b1848f
2708,,,,,387864.37,,,2020-07-21T00:00:00.000Z,,0,05f39dfeb4d406c843171c055ae9706a,2020-07-21T11:55:29.950Z,5aa2d586cb4f0f7020b1845b
2716,,,,,387966.83,,,2020-07-21T00:00:00.000Z,,0,fae1d63f83f55a17c82e6d5ddf4bc7c7,2020-07-21T11:55:29.956Z,5aa2d586cb4f0f7020b18494
2733,,,,,,,,,,0,90e7dd41ac6b7df9bd6c77d99cbb9055,2020-06-02T13:22:19.996Z,5aa2d586cb4f0f7020b18460
2741,,,,,58525.77,,,2020-07-21T00:00:00.000Z,,0,3966c64e9e10f7f1a9b924bfdc48d2c7,2020-07-21T11:55:30.034Z,5aa2d586cb4f0f7020b18499
2862,,,,,,,,,,0,146120801650ded596c21adb05fa5df2,2020-06-02T13:22:20.225Z,5aa2d586cb4f0f7020b18464
2859,,,,,1370624.5,,,2020-07-21T00:00:00.000Z,,0,4b7bc6f6f65a414ec452b8e06b41088f,2020-07-21T11:55:30.264Z,5aa2d586cb4f0f7020b184c9
2843,,,,,55983.46,,,2020-07-21T00:00:00.000Z,,0,5f2a08bf3e3e6c0935910a88cb62b3d6,2020-07-21T11:55:30.247Z,5aa2d586cb4f0f7020b1849e
2868,,,,,37611.46,34210.03,,2020-07-21T00:00:00.000Z,,0,0b2820cda67e435fca6225825914d3ec,2020-07-21T11:55:30.299Z,5aa2d586cb4f0f7020b184a3
2855,,,,,4089121.18,448670,,2020-07-21T00:00:00.000Z,,0,875ec69a595170b35e50a071445ed0f8,2020-07-21T11:55:30.262Z,5aa2d586cb4f0f7020b184a8
2880,,,,,124694.11,,,2020-07-21T00:00:00.000Z,,0,0fbc06f43c45327d047a49080b80a844,2020-07-21T11:55:30.311Z,5aa2d586cb4f0f7020b184ad
2744,,,,,729435.27,,,2020-07-21T00:00:00.000Z,,0,754fe66349ba3ef8275119498c8c5e19,2020-07-21T11:55:30.038Z,5aa2d586cb4f0f7020b184b2
2769,,,,,11390.36,,,2020-07-21T00:00:00.000Z,,0,3ed0dfd5a58a5751180c08d3678794e1,2020-07-21T11:55:30.096Z,5aa2d586cb4f0f7020b184b7
2738,,,,,,,,,,0,13310d31fa0d720250f7aea3daa5e017,2020-06-02T13:22:20.002Z,5aa2d586cb4f0f7020b18469
2794,,,,,181364.45,3680.63,,2020-07-21T00:00:00.000Z,,0,f78409c30bdecfdcc474bac953291097,2020-07-21T11:55:30.140Z,5aa2d586cb4f0f7020b184bc
2763,,,,,1922531.45,33910.63,,2020-07-21T00:00:00.000Z,,0,0ddf68d8405433df6d978d881d654c24,2020-07-21T11:55:30.055Z,5aa2d586cb4f0f7020b1846e
2884,,,,,2389717.33,62944.31,,2020-07-21T00:00:00.000Z,,0,be574dcb91f59e512fc3c06221a16789,2020-07-21T11:55:30.315Z,5aa2d586cb4f0f7020b184ce
2788,,,,,2416515.89,649676.67,,2020-07-21T00:00:00.000Z,,0,1ca6640784e9f1bef145c7831b2443c1,2020-07-21T11:55:30.133Z,5aa2d586cb4f0f7020b18473
2766,,,,,10360215.7,362378.1,,2020-07-21T00:00:00.000Z,,0,465168711efb16bfe92504f512bcd707,2020-07-21T11:55:30.094Z,5aa2d586cb4f0f7020b184d3
2813,,,,,86605.2,72772.55,,2020-07-21T00:00:00.000Z,,0,dd6aaf858ac9a69705f2c8165ceffdb8,2020-07-21T11:55:30.162Z,5aa2d586cb4f0f7020b18478
2791,,,,,,,,,,0,1e7425b4366c5ca38af710af307c16e8,2020-06-02T13:22:20.105Z,5aa2d586cb4f0f7020b184d8
2838,,,,,1809604.1,61573.72,,2020-07-21T00:00:00.000Z,,0,f8a9fc40d471931f2f1181daaca7676b,2020-07-21T11:55:30.243Z,5aa2d586cb4f0f7020b1847d
2699,,,,,3501238.04,4440.83,,2020-07-21T00:00:00.000Z,,0,58c8ffa77545400da947edf0c9ad40ed,2020-07-21T11:55:29.941Z,5aa2d586cb4f0f7020b18482
2724,,,,,1978366.88,194950.43,,2020-07-21T00:00:00.000Z,,0,d9633f0c5e283669f0535ec9f2c5ad29,2020-07-21T11:55:30.001Z,5aa2d586cb4f0f7020b18487
2836,,,,,3229475.98,75305.83,,2020-07-21T00:00:00.000Z,,0,639d708b1ce193bb71adf740327b795a,2020-07-21T11:55:30.242Z,5aa2d586cb4f0f7020b184e1
2819,,,,,410439.53,410439.53,,2020-07-21T00:00:00.000Z,,0,889cc53d1f6ee4ca204bc3c07590793b,2020-07-21T11:55:30.198Z,5aa2d586cb4f0f7020b184c1
2676,,,,,236644,2875.55,,2020-07-21T00:00:00.000Z,,0,11904056827debc3ede4a9c82904882f,2020-07-21T11:55:29.861Z,5aa2d586cb4f0f7020b1848c
2844,,,,,242747.34,5464.69,,2020-07-21T00:00:00.000Z,,0,f13331c9e0f1700c5e0fe506d81298bb,2020-07-21T11:55:30.248Z,5aa2d586cb4f0f7020b184c6
2701,,,,,269310.94,21996.03,,2020-07-21T00:00:00.000Z,,0,121ba3d6f991fd6c77d962b563ba6a21,2020-07-21T11:55:29.942Z,5aa2d586cb4f0f7020b18491
2869,,,,,14666.35,10897.95,,2020-07-21T00:00:00.000Z,,0,89283c78f6de85fff50374c515c6276e,2020-07-21T11:55:30.300Z,5aa2d586cb4f0f7020b184cb
2726,,,,,119765.79,1525.43,,2020-07-21T00:00:00.000Z,,0,71d40fe539615348cee4ab3102afb25a,2020-07-21T11:55:30.007Z,5aa2d586cb4f0f7020b18496
2751,,,,,5099.94,,,2020-07-21T00:00:00.000Z,,0,9cd131e8f1c3a1cfaeb853b131eaca46,2020-07-21T11:55:30.041Z,5aa2d586cb4f0f7020b184d0
2820,,,,,1551762.26,20470.29,,2020-07-21T00:00:00.000Z,,0,0a44627cb35d98b57a837215cc6027d3,2020-07-21T11:55:30.199Z,5aa2d586cb4f0f7020b1849b
2776,,,,,952269.39,4203.7,,2020-07-21T00:00:00.000Z,,0,e99fae7e24e95d7bc0366aeb39737850,2020-07-21T11:55:30.102Z,5aa2d586cb4f0f7020b184d5
2853,,,,,130014.08,29309.41,,2020-07-21T00:00:00.000Z,,0,90b862e1dc2e2972bcad90b2c483d0a4,2020-07-21T11:55:30.258Z,5aa2d586cb4f0f7020b184a0
2801,,,,,75774.9,,,2020-07-21T00:00:00.000Z,,0,4fe8f2991cd26f4e96e95675b2b9b7f6,2020-07-21T11:55:30.152Z,5aa2d586cb4f0f7020b184da
2840,,,,,,,,,,0,062e374dd04f3445db51060babb71d31,2020-06-02T13:22:20.202Z,5aa2d586cb4f0f7020b184a5
2821,,,,,400123.12,,,2020-07-21T00:00:00.000Z,,0,5dfa81c01b354715fe6cd4a990af1264,2020-07-21T11:55:30.200Z,5aa2d586cb4f0f7020b184de
2865,,,,,,,,,,0,84bc133e621d8d0cf397a617cec69db3,2020-06-02T13:22:20.228Z,5aa2d586cb4f0f7020b184aa
2846,,,,,585290.52,5564.12,,2020-07-21T00:00:00.000Z,,0,2d37328bb0ad5e33899cb29030a6bcdb,2020-07-21T11:55:30.251Z,5aa2d586cb4f0f7020b184e3
2873,,,,,1274396.82,20994.41,,2020-07-21T00:00:00.000Z,,0,d015d1e2a53ac6531628145558dd5bff,2020-07-21T11:55:30.304Z,5aa2d586cb4f0f7020b184af
2816,,,,,1285560.55,14344.8,,2020-07-21T00:00:00.000Z,,0,c6c4e96a033511310b6ed69619a31399,2020-07-21T11:55:30.165Z,5aa2d586cb4f0f7020b184dd
2754,,,,,65865.8,,,2020-07-21T00:00:00.000Z,,0,aabae35caa01543d91a310b5f3f72958,2020-07-21T11:55:30.045Z,5aa2d586cb4f0f7020b184b4
2841,,,,,1125662.45,174038.08,,2020-07-21T00:00:00.000Z,,0,46ea5ef12bff474bf4a01af1b55f4949,2020-07-21T11:55:30.246Z,5aa2d586cb4f0f7020b184e2
2779,,,,,167186.15,8697.78,,2020-07-21T00:00:00.000Z,,0,c741328affa07d1da098954959185763,2020-07-21T11:55:30.107Z,5aa2d586cb4f0f7020b184b9
2826,,,,,1781984.76,33393.85,,2020-07-21T00:00:00.000Z,,0,8e34dba3e16a836baaa225397a511c19,2020-07-21T11:55:30.206Z,5aa2d586cb4f0f7020b184df
2804,,,,,182593.13,2859.38,,2020-07-21T00:00:00.000Z,,0,fde4ab993d5dc7ff2b488f22faf93a97,2020-07-21T11:55:30.155Z,5aa2d586cb4f0f7020b184be
2829,,,,,1878332.73,18647.81,,2020-07-21T00:00:00.000Z,,0,72b6dd0989da60d92fb13953d1c9b2bc,2020-07-21T11:55:30.209Z,5aa2d586cb4f0f7020b184c3
2854,,,,,579945.39,2376.19,,2020-07-21T00:00:00.000Z,,0,1b0bd68fd492f6f421ee913e924d2143,2020-07-21T11:55:30.261Z,5aa2d586cb4f0f7020b184c8
2879,,,,,40471.62,32581.27,,2020-07-21T00:00:00.000Z,,0,0515706aff1f98e8a42d56558b2dbbb5,2020-07-21T11:55:30.310Z,5aa2d586cb4f0f7020b184cd
2761,,,,,41602.43,,,2020-07-21T00:00:00.000Z,,0,1cbf7ba178de3c3951ac8beef21258ca,2020-07-21T11:55:30.053Z,5aa2d586cb4f0f7020b184d2
2786,,,,,595797.43,1909.53,,2020-07-21T00:00:00.000Z,,0,dc59c056c7f8e49a4b3167dcf1d03d00,2020-07-21T11:55:30.131Z,5aa2d586cb4f0f7020b184d7
2811,,,,,96586.9,86273.75,,2020-07-21T00:00:00.000Z,,0,9b922995d9359bf300ab4f9898687d99,2020-07-21T11:55:30.160Z,5aa2d586cb4f0f7020b184dc
2831,,,,,,,,,,0,e9b904fb185e935c8adc15d07aaab401,2020-06-02T13:22:20.193Z,5aa2d586cb4f0f7020b184e0
2861,,,,,,,,,,0,39c297f41ea22b74d140300a8402e522,2020-06-02T13:22:20.224Z,5aa2d586cb4f0f7020b184e6
2886,,,,,49728.06,4272.83,,2020-07-21T00:00:00.000Z,,0,1b1643b5f9c2d34a11247c73895be3b0,2020-07-21T11:55:30.357Z,5aa2d586cb4f0f7020b184eb
2851,,,,,1406149.26,126395.92,,2020-07-21T00:00:00.000Z,,0,653b519504a8741a793acfbf11a0e0c9,2020-07-21T11:55:30.256Z,5aa2d586cb4f0f7020b184e4
2876,,,,,112240.74,103868.59,,2020-07-21T00:00:00.000Z,,0,ab57f5ff96a381dd33060294ce2027e5,2020-07-21T11:55:30.307Z,5aa2d586cb4f0f7020b184e9
2866,,,,,267933.97,,,2020-07-21T00:00:00.000Z,,0,fa2ff463062188132971bd9a214e6d2c,2020-07-21T11:55:30.297Z,5aa2d586cb4f0f7020b184e7
2871,,,,,41791.72,8286.3,,2020-07-21T00:00:00.000Z,,0,3d064afdb3db5c24c8c8da171aa74e0a,2020-07-21T11:55:30.302Z,5aa2d586cb4f0f7020b184e8
2856,,,,,,,,,,0,ea01a0a56baf23e2535c8f07c591978d,2020-06-02T13:22:20.219Z,5aa2d586cb4f0f7020b184e5
2881,,,,,245180.05,0,,2020-07-21T00:00:00.000Z,,0,b57e1e260059f2b4d592c61091a1b0a6,2020-07-21T11:55:30.313Z,5aa2d586cb4f0f7020b184ea
2891,,,,,101953.04,31810.84,,2020-07-21T00:00:00.000Z,,0,16a29c60079003b92615a7f43a71f9d6,2020-07-21T11:55:30.359Z,5aa2d587cb4f0f7020b184ee
2913,,,,,140212.14,20608.17,,2020-07-21T00:00:00.000Z,,0,c3a5b164b32c917ffd77c080334ba44d,2020-07-21T11:55:30.384Z,5aa2d587cb4f0f7020b184f3
2923,,,,,987749.43,12601.55,,2020-07-21T00:00:00.000Z,,0,9f806baf98bc98dfc0cf4baa73db2f90,2020-07-21T11:55:30.418Z,5aa2d587cb4f0f7020b184f8
2895,,,,,0,0,,2020-07-21T00:00:00.000Z,,0,d33a5e0c5fd6588af64ea5215f9c2803,2020-07-21T11:55:30.360Z,5aa2d587cb4f0f7020b184fd
2910,,,,,55445.93,,,2020-07-21T00:00:00.000Z,,0,879e1e2d7bbc1a5050f0934b48b80c69,2020-07-21T11:55:30.379Z,5aa2d587cb4f0f7020b18502
2928,,,,,69077.56,8043.83,,2020-07-21T00:00:00.000Z,,0,8c244c0a9393d352b7aa113ea0fe8e04,2020-07-21T11:55:30.425Z,5aa2d587cb4f0f7020b18507
2953,,,,,9616.73,0,,2020-07-21T00:00:00.000Z,,0,bf2aa45ca37c4c0dd0009b67c9568e8b,2020-07-21T11:55:30.477Z,5aa2d587cb4f0f7020b1850c
2978,,,,,181857.97,139437.06,,2020-07-21T00:00:00.000Z,,0,d717a1265e4c9f4ef7484aa00e17369d,2020-07-21T11:55:30.531Z,5aa2d587cb4f0f7020b18511
2896,,,,,89674.22,17134.5,,2020-07-21T00:00:00.000Z,,0,a2a38a43bd9dc02435050956f2d323e9,2020-07-21T11:55:30.361Z,5aa2d587cb4f0f7020b184ef
2901,,,,,66410.19,812.88,,2020-07-21T00:00:00.000Z,,0,dec7528472be9a0bbf46e6c163be3611,2020-07-21T11:55:30.370Z,5aa2d587cb4f0f7020b184f4
2916,,,,,177716.96,,,2020-07-21T00:00:00.000Z,,0,3f261b1855765e24b4504daedd79ab24,2020-07-21T11:55:30.413Z,5aa2d587cb4f0f7020b184f9
2900,,,,,,,,,,0,f68fbe318af132a574d5e4af3252a6da,2020-06-02T13:22:20.315Z,5aa2d587cb4f0f7020b184fe
2915,,,,,2744156.76,743657.08,,2020-07-21T00:00:00.000Z,,0,c6c3cf73322f3fcbb8fbe61d5ed4cdac,2020-07-21T11:55:30.386Z,5aa2d587cb4f0f7020b18503
2933,,,,,1651694.38,433314.93,,2020-07-21T00:00:00.000Z,,0,04235e3b723f0e9370384045791fd6a6,2020-07-21T11:55:30.431Z,5aa2d587cb4f0f7020b18508
2958,,,,,12571783.43,2575972.11,,2020-07-21T00:00:00.000Z,,0,979c547d7c6ee769468b5f4f4f73c14a,2020-07-21T11:55:30.482Z,5aa2d587cb4f0f7020b1850d
2983,,,,,508394.62,60569.87,,2020-07-21T00:00:00.000Z,,0,fc38dae8fcd5f4b37e27ce6e0c61e00a,2020-07-21T11:55:30.538Z,5aa2d587cb4f0f7020b18512
3009,,,,,,,,,,,22b200d887e8d739101b5f24aaef161d,2020-06-01T12:49:26.913Z,5aa2d587cb4f0f7020b18517
2951,,,,,419338.96,44966.47,,2020-07-21T00:00:00.000Z,,0,30512176ca718aef7af99e973eb23f7a,2020-07-21T11:55:30.474Z,5aa2d587cb4f0f7020b1851c
2976,,,,,2929255.77,37845.73,,2020-07-21T00:00:00.000Z,,0,9f4bb75604026dd9fdd6b45750c3759e,2020-07-21T11:55:30.531Z,5aa2d587cb4f0f7020b18521
3002,,,,,,,,,,,67bbf8f3494615279d11f12363eca405,2020-06-01T12:49:26.919Z,5aa2d587cb4f0f7020b18526
2888,,,,,8630995,455060.81,,2020-07-21T00:00:00.000Z,,0,80b566865d5ffcec446f620ed4436553,2020-07-21T11:55:30.293Z,5aa2d587cb4f0f7020b184ec
2903,,,,,1575822.38,15019.93,,2020-07-21T00:00:00.000Z,,0,7d77478ace6589e169dbad5b1c670db9,2020-07-21T11:55:30.372Z,5aa2d587cb4f0f7020b184f1
2911,,,,,67568.51,,,2020-07-21T00:00:00.000Z,,0,c4761a2245eed4ed1a6bf2cb0037fcd0,2020-07-21T11:55:30.383Z,5aa2d587cb4f0f7020b184f6
2926,,,,,283927.65,16963.98,,2020-07-21T00:00:00.000Z,,0,6279b1e28f50388922eb8744a6695b23,2020-07-21T11:55:30.421Z,5aa2d587cb4f0f7020b184fb
2894,,,,,46051.71,12449.89,,2020-07-21T00:00:00.000Z,,0,d44dbf379035651bad452201a6e1f245,2020-07-21T11:55:30.363Z,5aa2d587cb4f0f7020b18500
2899,,,,,20995.06,4567.5,,2020-07-21T00:00:00.000Z,,0,ad7281ab2a0e0f7885f861800f2e319e,2020-07-21T11:55:30.365Z,5aa2d587cb4f0f7020b18505
2943,,,,,30635.29,13426.38,,2020-07-21T00:00:00.000Z,,0,34022fe8f25cd56cce0601d0e0c3f915,2020-07-21T11:55:30.467Z,5aa2d587cb4f0f7020b1850a
2968,,,,,139425.9,10656.22,,2020-07-21T00:00:00.000Z,,0,eb00c676124953a5e2e9e485585a952f,2020-07-21T11:55:30.521Z,5aa2d587cb4f0f7020b1850f
2993,,,,,9912.6,,,2020-07-21T00:00:00.000Z,,0,d47205e44b2c78fd0461214fd1541d50,2020-07-21T11:55:30.562Z,5aa2d587cb4f0f7020b18514
2936,,,,,2474182.45,12262.01,,2020-07-21T00:00:00.000Z,,0,2dc61109c1690b6316c781813574a3b5,2020-07-21T11:55:30.430Z,5aa2d587cb4f0f7020b18519
2961,,,,,6590703.9,22575.1,,2020-07-21T00:00:00.000Z,,0,033b0ccb4b678dd228f67779837ef6e7,2020-07-21T11:55:30.485Z,5aa2d587cb4f0f7020b1851e
2898,,,,,55897.82,17884.02,,2020-07-21T00:00:00.000Z,,0,5ed9684196884951b8f890b3cf8e2727,2020-07-21T11:55:30.364Z,5aa2d587cb4f0f7020b184f0
2906,,,,,789533.19,5576.76,,2020-07-21T00:00:00.000Z,,0,b71630e27b7bccee7c1d012c4576ed3b,2020-07-21T11:55:30.375Z,5aa2d587cb4f0f7020b184f5
2921,,,,,2613039.26,2029077.51,,2020-07-21T00:00:00.000Z,,0,c282844795492d11f691fdb00a4897df,2020-07-21T11:55:30.424Z,5aa2d587cb4f0f7020b184fa
2889,,,,,1352883.8,37056.86,,2020-07-21T00:00:00.000Z,,0,edc2ef629526deb421d719d8a76f2f92,2020-07-21T11:55:30.294Z,5aa2d587cb4f0f7020b184ff
2920,,,,,1684808.26,1245160.26,,2020-07-21T00:00:00.000Z,,0,fbab1d3f0786dc8536eb6a60174da510,2020-07-21T11:55:30.414Z,5aa2d587cb4f0f7020b18504
2938,,,,,41579.62,13570.27,,2020-07-21T00:00:00.000Z,,0,9fa44cfadb3ade2dc9791f85f091c72c,2020-07-21T11:55:30.435Z,5aa2d587cb4f0f7020b18509
2963,,,,,100774.9,30662.98,,2020-07-21T00:00:00.000Z,,0,36c999a165350d3dc6af27ec510ebdfd,2020-07-21T11:55:30.516Z,5aa2d587cb4f0f7020b1850e
